FOLDERRSN,PROPERTYID
12168996,205881
12168996,2027552
12169216,624290
12169216,2018802
12169307,212804
12169307,2017376
12169438,670887
12169438,2032169
12169509,5464199
12170093,327560
12170093,2018060
12170101,2044892
12170115,269475
12170115,2039255
12170617,364401
12170617,2024797
12171030,2031999
12171043,961100
12171043,2007774
12171538,2037940
12171538,3093180
12171864,2033225
12171879,2041127
12171880,2018311
12171881,2018631
12171882,2018573
12171882,2018584
12171883,2018180
12171883,2041064
12171886,2019884
12171886,2019887
12171887,2018179
12171887,2018186
12171887,2018191
12171887,2018211
12171887,2047402
12171905,2018448
12171905,2018497
12171905,2018555
12171933,3194797
12172393,175844
12172393,2019537
12172526,790971
12172526,2018786
12172588,251597
12172588,2021731
12172853,2018930
12172853,2033263
12172854,2018932
12172854,2019124
12172855,2018885
12172855,2019017
12173573,2011192
12173573,5619894
12174051,167582
12174051,2018103
12174412,2022986
12174493,2018104
12174655,2015581
12174655,5671511
12174971,2018630
12175300,711028
12175300,2040498
12175369,721742
12175369,3189290
12175379,5678318
12175504,400850
12175504,2019163
10556971,3106871
10556971,3311840
10793473,446708
10793473,2018499
11274888,662564
11274888,3274168
11561619,108344
11561619,2019123
11596315,159947
11596315,2017092
11598910,2037917
11598910,3281111
11610755,662612
11610755,3274168
11650558,628456
11650558,2019885
11663292,688172
11663292,2017703
11676423,159943
11676423,2017092
11679391,537458
11679391,2020283
11735930,2015365
11774109,871628
11774109,2013545
11778574,5363230
11778574,5363242
11801225,722144
11801225,2017593
11804174,627632
11804174,2016561
11805108,3378860
11805108,3378883
11808887,2019178
11808887,5403486
11808909,879638
11808909,2018984
11808909,2019002
11809826,310034
11809826,2017540
11811853,2039449
11811853,5359702
11822762,670916
11822762,2016706
11828565,108038
11828565,2019018
11835011,830834
11835011,2033396
11841031,259472
11841031,2047103
11849018,2046721
11849018,5471274
11849288,362366
11849288,2019229
11851048,263624
11851048,2020492
11851763,698338
11851763,2022522
11852517,447566
11852517,2018355
11852517,2018417
11852858,487976
11852858,2019727
11858367,472724
11858367,2039057
11860094,426524
11860094,2010332
11861483,2022523
11861483,5316302
11862807,203252
11862807,2020872
11866503,1017177
11866503,2032241
11867012,159936
11867012,2017092
11867247,159913
11867247,2017092
11876812,682154
11876812,2018137
11905743,159963
11905743,2016912
11917016,344337
11917016,2042946
11920613,181520
11920613,2021500
11927889,362210
11927889,2019300
11933738,3378870
11933738,5307233
11933832,712262
11933832,2016374
11936740,3376407
11936740,5367018
11941017,431840
11941017,2033319
11945071,2019269
11945071,5428038
11957254,562790
11957254,2019299
11958003,159951
11958003,2017092
11961484,5470733
11961484,5470764
11961593,275240
11961593,2042916
11963733,209822
11963733,2011323
11973880,3378897
11973880,3378903
11976053,159937
11976053,2017092
11976672,677642
11976672,2011596
11976937,5470743
11976937,5470809
11978434,159827
11978434,2017057
11981419,159961
11981419,2017092
11981469,5125368
11981469,5125450
11983964,159923
11983964,2017092
11984890,2025182
11984890,5428524
11985622,87328
11985622,2025093
11986626,3194312
11986626,3379435
11990553,361154
11990553,2037458
11992891,779618
11992891,2021396
11993122,756374
11993122,2012134
11995298,746396
11995298,2019949
11995847,631359
11995847,2017478
11998510,5470740
11998510,5470808
12000987,243620
12000987,2011375
12001342,2020316
12001342,5583895
12002435,5470737
12002435,5470783
12002674,2025182
12002674,5428522
12003435,905942
12003435,2026378
12004209,5418517
12004209,5418565
12004222,5418517
12004222,5418564
12006654,251449
12018493,5418479
12018493,5418634
12022509,5470737
12022509,5470789
12022970,175322
12022970,2019749
12026977,2019269
12026977,5476248
12028064,1118968
12028064,2018248
12030619,5404730
12030619,5404811
12033302,572810
12033302,2022584
12033362,806462
12033362,2011991
12033362,2031894
12033995,5560402
12033995,5560518
12034150,5560369
12034150,5560443
12034575,936255
12034575,2018517
12037295,5410956
12037295,5411101
12038828,5560369
12038828,5560442
12039137,5410956
12039137,5411108
12039349,5410959
12039349,5411016
12039733,5414727
12039733,5414818
12040795,5560405
12040795,5560407
12041207,5410964
12041207,5411081
12042290,5404730
12042290,5404884
12043996,2011165
12044407,5410954
12044407,5411026
12045021,5560369
12045021,5560376
12046005,5410971
12046005,5411079
12046069,5463635
12046069,5463737
12046125,5463635
12046125,5463739
12046606,5410971
12046606,5411074
12047121,5410967
12047121,5411094
12047704,5410956
12047704,5411110
12047805,5410971
12047805,5411077
12047826,5410959
12047826,5411013
12047872,5410967
12047872,5411087
12048021,5410962
12048021,5411021
12048753,722684
12048753,2017571
12049065,2007445
12049065,3091499
12050358,1041530
12050358,2007659
12059711,5410952
12059711,5411004
12059970,324260
12059970,2018248
12060604,455330
12060604,2017146
12060754,5463639
12060754,5463741
12061544,5410952
12061544,5411011
12062014,5463639
12062014,5463744
12062432,5404730
12062432,5404854
12062565,2023981
12062565,5574214
12063734,5404730
12063734,5404905
12063755,5404730
12063755,5404906
12071021,5410962
12071021,5411025
12071973,2017088
12071973,3133465
12072269,5410952
12072269,5411001
12072391,777854
12072391,2021349
12073838,5414727
12073838,5414809
12073907,5125368
12073907,5125441
12074187,5418279
12074187,5418561
12075802,262976
12075802,2024502
12076733,758572
12076733,2040372
12077453,234230
12077453,2017454
12077670,5414727
12077670,5414816
12077702,5312638
12078103,5414727
12078103,5414808
12078110,5414702
12078110,5414727
12078110,5414822
12078248,5312758
12078259,5312741
12080707,5306079
12080707,5306282
12080905,577760
12080905,2023048
12081064,5407737
12081064,5407751
12081173,5407727
12081173,5407838
12081183,5410962
12081183,5411022
12081608,5407727
12081608,5407825
12082702,296384
12082702,2017809
12082875,5410946
12082875,5410974
12082881,5410952
12082881,5411007
12083044,5410952
12083044,5411010
12083416,5410946
12083416,5410976
12083421,5410949
12083421,5411027
12083629,168695
12083629,2024962
12083777,5363359
12083777,5363770
12083777,5406740
12084541,675327
12084541,2040392
12084635,5410946
12084635,5410978
12084846,5410952
12084846,5411009
12084856,5410962
12084856,5411019
12084948,205412
12084948,2011614
12085244,5560417
12085244,5560427
12085252,5560386
12085252,5560394
12085744,5410952
12085744,5411003
12085749,5410952
12085749,5411006
12085871,723752
12085871,2017516
12086402,5407727
12086402,5407810
12086594,5560386
12086594,5560390
12086606,5560402
12086606,5560517
12086634,732014
12086634,2033654
12086647,5560402
12086647,5560516
12086662,5560386
12086662,5560392
12086675,5560417
12086675,5560425
12086693,5560417
12086693,5560424
12086715,5560417
12086715,5560423
12086739,5560417
12086739,5560422
12087064,110426
12087064,2024291
12088003,209978
12088003,2011353
12088099,5410962
12088099,5411018
12088897,180504
12088897,3320879
12089135,5410946
12089135,5410998
12089266,5560386
12089266,5560395
12089639,123308
12089639,2020756
12090152,5340902
12090152,5340956
12090463,5306111
12090463,5306312
12090514,5410946
12090514,5410979
12090623,5410946
12090623,5410977
12091554,866600
12091554,2034268
12091611,5340902
12091611,5340955
12091617,5102390
12091617,5102484
12091862,5470740
12091862,5470807
12092505,404012
12093243,5404725
12093243,5405108
12093248,5404725
12093248,5405105
12093254,5404725
12093254,5405104
12093512,718658
12093512,2011907
12093558,2037385
12093558,3070400
12094036,5404725
12094036,5405106
12094402,5407735
12094402,5407776
12095022,5407727
12095022,5407840
12095033,5407727
12095033,5407819
12095183,5410946
12095183,5410980
12095187,5410946
12095187,5411000
12095749,2018920
12096975,139496
12096975,2018933
12097529,5560369
12097529,5560375
12097534,5560386
12097534,5560391
12097561,5463625
12097561,5463692
12097646,5419544
12097646,5419561
12097674,5410959
12097674,5411012
12097960,5413835
12097960,5413877
12098270,5560346
12098270,5560358
12099020,5410726
12099020,5410733
12099174,5560417
12099174,5560421
12099368,5410952
12099368,5411008
12099463,5410946
12099463,5410989
12099491,5410946
12099491,5410991
12100146,5410962
12100146,5411020
12100415,5253225
12100415,5253324
12100778,5410946
12100778,5410997
12100805,5410946
12100805,5410982
12101077,5419544
12101077,5419555
12101085,5410726
12101085,5410728
12101179,313100
12101179,2015890
12101567,5410946
12101567,5410983
12102178,5262442
12102178,5262513
12102457,5410726
12102457,5410731
12102664,5306115
12102664,5306263
12102783,5410726
12102783,5410730
12102793,5410726
12102793,5410729
12103543,5340842
12103543,5341029
12104741,2037384
12104741,3070405
12104796,5312658
12104796,5313068
12105788,5306089
12105788,5306295
12105959,5410946
12105959,5410999
12106186,5410946
12106186,5410984
12106327,5363244
12106327,5363492
12106544,674426
12106544,2016467
12107180,5340882
12107180,5341030
12107195,5340882
12107195,5341031
12107206,5340842
12107206,5341028
12107320,2025182
12107320,5428523
12107950,5410946
12107950,5410995
12108391,5407727
12108391,5407822
12108439,5410946
12108439,5410987
12108595,5330407
12108595,5330570
12109213,5306079
12109213,5306284
12109630,5410726
12109630,5410924
12109762,2008280
12109770,5410962
12109770,5411024
12110055,5306115
12110055,5306253
12110132,5373238
12110132,5373378
12110269,2018778
12110368,2037385
12110368,3389615
12110421,5410726
12110421,5410732
12110606,5413837
12110606,5413858
12111091,2024216
12111261,2021027
12111284,2011959
12114521,5125349
12114521,5125528
12114629,5283240
12114629,5283257
12114903,5410726
12114903,5410914
12115753,5419544
12115753,5419560
12115993,2022824
12115993,2022839
12115993,2022850
12115993,2041506
12115993,2041544
12115999,2012092
12116099,5470743
12116099,5470813
12116326,5312760
12116326,5313139
12116682,5410726
12116682,5410922
12116688,5410726
12116688,5410734
12116759,2022807
12116785,5262446
12116785,5262501
12117478,2039814
12117484,5398845
12117662,5562888
12117662,5562899
12117680,5562888
12117680,5562901
12117700,5562888
12117700,5562903
12117847,5359768
12117847,5470761
12117941,2037385
12117941,3070670
12118981,3377275
12118981,3377276
12119346,5405721
12119346,5405739
12119356,5405721
12119356,5405740
12119538,5560417
12119538,5560428
12119547,5560417
12119547,5560430
12119972,5410726
12119972,5410916
12120002,5410726
12120002,5410913
12120002,5410941
12120321,5410726
12120321,5410925
12120771,3257483
12120772,2020004
12121136,5306079
12121136,5306111
12121136,5306315
12121414,5405715
12121414,5405735
12121420,5405715
12121420,5405736
12121428,5410726
12121428,5410921
12121495,5410967
12121495,5411086
12121513,5400874
12121513,5405737
12121556,5410726
12121556,5410918
12121838,92594
12121838,5425625
12122802,5411111
12122802,5411114
12122919,5410946
12122919,5410993
12123489,2011962
12123544,5306077
12123544,5306119
12123544,5306276
12123564,2040375
12123647,5405721
12123647,5405748
12123656,5413841
12123656,5413918
12123765,2019097
12123765,2041202
12123765,5670572
12123826,5463625
12123826,5463687
12124334,5410946
12124334,5410986
12124340,911570
12124340,2040305
12125003,5404725
12125003,5405107
12125009,5404713
12125009,5404791
12125241,674426
12125241,2016426
12125591,5306081
12125591,5306290
12126002,2011896
12126002,2040363
12126104,5560417
12126104,5560426
12126122,5560417
12126122,5560429
12126752,2019336
12126752,2019386
12126752,2019390
12126755,2010548
12126784,5109755
12126784,5109845
12127082,5400881
12127082,5400890
12127090,5306089
12127090,5306297
12127120,2037386
12127120,3070660
12127200,5560346
12127200,5560357
12127212,5560346
12127212,5560367
12127224,5560346
12127224,5560366
12127327,5125415
12127327,5125554
12127606,5125415
12127606,5125546
12127618,5125415
12127618,5125556
12127914,5363238
12127914,5363479
12127964,5414723
12127964,5414768
12127966,5414723
12127966,5414767
12128024,5413835
12128024,5413876
12128503,2018292
12128503,2041015
12128506,2017673
12128511,2017801
12128511,2017825
12128511,2017850
12128511,2017902
12128511,2041016
12129095,5262418
12129095,5262524
12129128,2037386
12129128,3070662
12129149,5405715
12129149,5405734
12129239,5405721
12129239,5405747
12129331,5413841
12129331,5413926
12129396,5353292
12129396,5353442
12129414,5353282
12129414,5353503
12129426,5316007
12129426,5316060
12129568,5410952
12129568,5411002
12129573,5410717
12129573,5410725
12129629,5413835
12129629,5413887
12129815,5340902
12129815,5340965
12130076,2010590
12130421,2021063
12130661,5405721
12130661,5405738
12131287,5405721
12131287,5405742
12132232,5363244
12132232,5363493
12132484,5410726
12132484,5410735
12132838,5340902
12132838,5340964
12132886,5410946
12132886,5410996
12133181,5353282
12133181,5353505
12133297,5560346
12133297,5560359
12133604,2015202
12133604,2015219
12133604,2015238
12133823,64670
12133823,2031936
12134395,5373238
12134395,5373371
12134733,5312760
12134733,5313136
12134938,5373213
12134938,5373229
12135021,5340905
12135021,5340994
12135050,5340884
12135050,5341040
12135093,5413835
12135093,5413885
12135320,5413841
12135320,5413924
12135546,5340884
12135546,5341038
12135575,5340884
12135575,5341036
12135596,5340922
12135596,5340950
12135603,5340905
12135603,5340995
12136763,549254
12136763,2019317
12136863,5413841
12136863,5413908
12136870,5405721
12136870,5618794
12137071,5363238
12137071,5363480
12137073,5363238
12137073,5363481
12137076,5363238
12137076,5363482
12137615,2019228
12137664,2019212
12137795,5410956
12137795,5411100
12137801,5410946
12137801,5410981
12137949,431216
12137949,2017025
12138135,520514
12138135,2016501
12138488,5413835
12138488,5413896
12138556,5316004
12138556,5316010
12138556,5316070
12138840,5312714
12138840,5312743
12138840,5313096
12140061,866054
12140061,2023878
12140315,247093
12140315,2009815
12140315,2042706
12140453,5381775
12140453,5381911
12141225,5283240
12141225,5283270
12141334,5410726
12141334,5410915
12141340,5413835
12141340,5413874
12141347,428438
12141347,2018289
12142157,5134150
12142157,5567860
12142158,5134150
12142158,5567861
12142159,5134150
12142159,5567862
12142732,5405721
12142732,5405741
12142737,5410946
12142737,5410985
12143073,5560323
12143073,5560336
12143300,530726
12143300,2031876
12143484,5373213
12143484,5373361
12143496,5353282
12143496,5353507
12143992,5410946
12143992,5410975
12144034,474122
12144034,2005839
12144143,2016205
12144143,5198863
12144421,5359022
12144421,5359777
12144428,5426783
12144428,5426786
12144428,5426988
12146018,5413839
12146018,5413931
12146026,5312758
12146026,5312876
12146043,5102384
12146043,5426783
12146043,5426969
12146241,3268040
12146241,5392834
12146412,241958
12146412,2036102
12146977,311516
12146977,2020665
12147124,5283240
12147124,5283258
12147823,5373213
12147823,5373235
12148005,2047159
12148042,5381768
12148042,5381890
12148130,5405721
12148130,5405725
12148130,5405749
12148247,499664
12148247,2022510
12148889,2018248
12148890,2018293
12149127,2025273
12149127,5367018
12149165,2019682
12149165,3390895
12149188,2019683
12149188,3390895
12149348,722144
12149348,2017593
12150005,2016904
12150005,2016931
12150005,2016953
12150005,2016969
12150187,3389625
12150726,5134150
12150726,5567863
12150751,5134150
12150751,5567864
12150900,5316012
12150900,5316081
12150930,5316007
12150930,5361095
12151141,3390743
12151141,5215002
12151717,5134150
12151717,5567865
12151719,5134150
12151719,5567866
12151721,5134150
12151721,5567867
12151762,2041099
12151968,2026378
12151968,5619147
12152281,5560323
12152281,5560337
12152287,5560323
12152287,5560338
12152345,5426783
12152345,5426968
12152712,401841
12152712,769281
12152712,2008014
12152988,2038317
12152988,5465911
12153619,2022809
12153832,2019000
12153992,107798
12153992,2019022
12154007,2046723
12154186,475400
12154186,2017548
12154525,5312760
12154525,5313121
12154691,5419544
12154691,5419562
12154704,5419544
12154704,5419559
12154764,5573571
12154764,5573593
12154843,426524
12154843,2010331
12154901,90854
12154901,2017410
12155551,5407735
12155551,5407773
12155694,2017549
12156189,209690
12156189,2011354
12156295,785618
12156295,2021247
12157044,5413835
12157044,5413880
12157922,2019624
12157939,3189264
12157944,2040509
12158266,853280
12158266,2011985
12158621,451994
12158621,2040702
12158633,3313629
12159327,494204
12159327,2040609
12159506,87328
12159506,2025093
12159655,2015334
12160013,2019269
12160013,5476250
12160043,362282
12160043,2019269
12160448,2017538
12161004,5253232
12161004,5253309
12161556,2019024
12161783,2041261
12161853,159949
12161853,2017092
12162004,5312739
12162004,5312988
12162016,137012
12162016,2019465
12162503,5312739
12162503,5312986
12162643,5312642
12162643,5312741
12162643,5312865
12162686,5426783
12162686,5426986
12162724,107798
12162724,2019022
12162893,2041258
12162893,5411093
12163055,481784
12163055,2011703
12163082,5353292
12163082,5353443
12163119,5314147
12163119,5353422
12163435,2038525
12163435,2041279
12163466,2023981
12163466,5574214
12163951,1118968
12163951,2018248
12164292,3270880
12164294,2016991
12164294,2017011
12164294,2017082
12166713,464540
12166713,2020316
12166772,2020316
12166772,5583895
12166794,464540
12166794,2020316
12167482,2017026
12168182,5097379
12168182,5097420
12168594,2012065
12168594,2012134
12168594,5571162
12168790,2017372
12170463,451604
12170463,2040704
12170665,174158
12170665,2040258
12171396,537644
12171396,2020302
12172252,2016969
12172339,322970
12172339,2019297
12172489,110426
12172489,2034332
12172551,2016968
12172551,2017088
12172652,829406
12173594,175322
12173594,2019749
12175134,5280446
12175134,5280587
